。゜（Ｔ＾Ｔ）゜。,1873,1873,4694,特殊,記号,*,*,。゜（Ｔ＾Ｔ）゜。,。゜（Ｔ＾Ｔ）゜。,顔文字
。°（ＴｏＴ）°。,1873,1873,4694,特殊,記号,*,*,。°（ＴｏＴ）°。,。°（ＴｏＴ）°。,顔文字
。ｏ＠（＾＿＾）＠ｏ。,1873,1873,4694,特殊,記号,*,*,。ｏ＠（＾＿＾）＠ｏ。,。ｏ＠（＾＿＾）＠ｏ。,顔文字
．．．　（゜Ｏ゜；）,1873,1873,4694,特殊,記号,*,*,．．．　（゜Ｏ゜；）,．．．　（゜Ｏ゜；）,顔文字
．．．（（（　＊−＊）,1873,1873,4694,特殊,記号,*,*,．．．（（（　＊−＊）,．．．（（（　＊−＊）,顔文字
・　∇　・；,1873,1873,7802,特殊,記号,*,*,・　∇　・；,・　∇　・；,顔文字
・・）,1873,1873,8341,特殊,記号,*,*,・・）,・・）,顔文字
：＾Ｄ,1873,1873,4694,特殊,記号,*,*,：＾Ｄ,：＾Ｄ,顔文字
：）,1873,1873,4694,特殊,記号,*,*,：）,：）,顔文字
：−／,1873,1873,4694,特殊,記号,*,*,：−／,：−／,顔文字
：−（,1873,1873,4694,特殊,記号,*,*,：−（,：−（,顔文字
：−）,1873,1873,4694,特殊,記号,*,*,：−）,：−）,顔文字
：−］,1873,1873,4694,特殊,記号,*,*,：−］,：−］,顔文字
：−｛｝,1873,1873,4694,特殊,記号,*,*,：−｛｝,：−｛｝,顔文字
：−＜,1873,1873,4694,特殊,記号,*,*,：−＜,：−＜,顔文字
：−＜＞,1873,1873,4694,特殊,記号,*,*,：−＜＞,：−＜＞,顔文字
：−＞,1873,1873,4694,特殊,記号,*,*,：−＞,：−＞,顔文字
：−＠,1873,1873,4694,特殊,記号,*,*,：−＠,：−＠,顔文字
：−Ｄ,1873,1873,4694,特殊,記号,*,*,：−Ｄ,：−Ｄ,顔文字
：−Ｏ,1873,1873,4694,特殊,記号,*,*,：−Ｏ,：−Ｏ,顔文字
：−Ｐ,1873,1873,4694,特殊,記号,*,*,：−Ｐ,：−Ｐ,顔文字
：−Ｑ,1873,1873,4694,特殊,記号,*,*,：−Ｑ,：−Ｑ,顔文字
：−Ｖ,1873,1873,4694,特殊,記号,*,*,：−Ｖ,：−Ｖ,顔文字
：−Ｘ,1873,1873,4694,特殊,記号,*,*,：−Ｘ,：−Ｘ,顔文字
；・ロ・）,1873,1873,4694,特殊,記号,*,*,；・ロ・）,；・ロ・）,顔文字
；＾＿＾Ａ,1873,1873,4694,特殊,記号,*,*,；＾＿＾Ａ,；＾＿＾Ａ,顔文字
；＾）,1873,1873,4694,特殊,記号,*,*,；＾）,；＾）,顔文字
；ゞ（｀´　）,1873,1873,4694,特殊,記号,*,*,；ゞ（｀´　）,；ゞ（｀´　）,顔文字
；−ロ−）,1873,1873,4694,特殊,記号,*,*,；−ロ−）,；−ロ−）,顔文字
；∂ロ∂）,1873,1873,4694,特殊,記号,*,*,；∂ロ∂）,；∂ロ∂）,顔文字
；δロδ）,1873,1873,4694,特殊,記号,*,*,；δロδ）,；δロδ）,顔文字
；бロб）,1873,1873,4694,特殊,記号,*,*,；бロб）,；бロб）,顔文字
？　（゜＿。）,1873,1873,4694,特殊,記号,*,*,？　（゜＿。）,？　（゜＿。）,顔文字
？＾．＾？,1873,1873,4694,特殊,記号,*,*,？＾．＾？,？＾．＾？,顔文字
？＾＾？,1873,1873,4694,特殊,記号,*,*,？＾＾？,？＾＾？,顔文字
？（＿。）,1873,1873,4694,特殊,記号,*,*,？（＿。）,？（＿。）,顔文字
？（＿＿！）？（！＿＿）？,1873,1873,4694,特殊,記号,*,*,？（＿＿！）？（！＿＿）？,？（＿＿！）？（！＿＿）？,顔文字
？（’．’）？,1873,1873,4694,特殊,記号,*,*,？（’．’）？,？（’．’）？,顔文字
？（ロ＿ロ）？,1873,1873,4694,特殊,記号,*,*,？（ロ＿ロ）？,？（ロ＿ロ）？,顔文字
！（。・・。）！,1873,1873,4694,特殊,記号,*,*,！（。・・。）！,！（。・・。）！,顔文字
！（＾＾）！,1873,1873,4694,特殊,記号,*,*,！（＾＾）！,！（＾＾）！,顔文字
！（￣∇￣　；）,1873,1873,4694,特殊,記号,*,*,！（￣∇￣　；）,！（￣∇￣　；）,顔文字
！（∂▼∂）！,1873,1873,4694,特殊,記号,*,*,！（∂▼∂）！,！（∂▼∂）！,顔文字
！Σ（￣□￣；,1873,1873,4694,特殊,記号,*,*,！Σ（￣□￣；,！Σ（￣□￣；,顔文字
！Σ（￣□￣；）,1873,1873,4694,特殊,記号,*,*,！Σ（￣□￣；）,！Σ（￣□￣；）,顔文字
！Σ（▼□▼メ）,1873,1873,4694,特殊,記号,*,*,！Σ（▼□▼メ）,！Σ（▼□▼メ）,顔文字
゛（・・,1873,1873,9018,特殊,記号,*,*,゛（・・,゛（・・,顔文字
゛（｀ヘ´＃）,1873,1873,9018,特殊,記号,*,*,゛（｀ヘ´＃）,゛（｀ヘ´＃）,顔文字
゜￣＞゜））＞＜,1873,1873,9018,特殊,記号,*,*,゜￣＞゜））＞＜,゜￣＞゜））＞＜,顔文字
＾＾；,1873,1873,8770,特殊,記号,*,*,＾＾；,＾＾；,顔文字
＾＾；）,1873,1873,8671,特殊,記号,*,*,＾＾；）,＾＾；）,顔文字
＾＾）,1873,1873,4694,特殊,記号,*,*,＾＾）,＾＾）,顔文字
＾＿＾,1873,1873,7359,特殊,記号,*,*,＾＿＾,＾＿＾,顔文字
＾＿＾　ｖ,1873,1873,4694,特殊,記号,*,*,＾＿＾　ｖ,＾＿＾　ｖ,顔文字
＾ｍ＾）,1873,1873,4694,特殊,記号,*,*,＾ｍ＾）,＾ｍ＾）,顔文字
＾ｏ＾,1873,1873,10964,特殊,記号,*,*,＾ｏ＾,＾ｏ＾,顔文字
￣（’｀；）,1873,1873,4694,特殊,記号,*,*,￣（’｀；）,￣（’｀；）,顔文字
￣（−仝−）￣,1873,1873,4694,特殊,記号,*,*,￣（−仝−）￣,￣（−仝−）￣,顔文字
￣（＝∵＝）￣,1873,1873,4694,特殊,記号,*,*,￣（＝∵＝）￣,￣（＝∵＝）￣,顔文字
￣（＞＿＜。）￣,1873,1873,4694,特殊,記号,*,*,￣（＞＿＜。）￣,￣（＞＿＜。）￣,顔文字
＿・）＿。ＯＦＦ,1873,1873,4694,特殊,記号,*,*,＿・）＿。ＯＦＦ,＿・）＿。ＯＦＦ,顔文字
＿・）／°ＯＮ,1873,1873,4694,特殊,記号,*,*,＿・）／°ＯＮ,＿・）／°ＯＮ,顔文字
＿（．＿．）＿,1873,1873,4694,特殊,記号,*,*,＿（．＿．）＿,＿（．＿．）＿,顔文字
＿（・・；φ,1873,1873,4694,特殊,記号,*,*,＿（・・；φ,＿（・・；φ,顔文字
＿−）））,1873,1873,4694,特殊,記号,*,*,＿−）））,＿−）））,顔文字
＿¢（；＿；　）,1873,1873,4694,特殊,記号,*,*,＿¢（；＿；　）,＿¢（；＿；　）,顔文字
ヽ（　´ー｀）ノ,1873,1873,7429,特殊,記号,*,*,ヽ（　´ー｀）ノ,ヽ（　´ー｀）ノ,顔文字
ヽ（　＾＾）〆,1873,1873,7429,特殊,記号,*,*,ヽ（　＾＾）〆,ヽ（　＾＾）〆,顔文字
ヽ（。＿゜）／,1873,1873,7429,特殊,記号,*,*,ヽ（。＿゜）／,ヽ（。＿゜）／,顔文字
ヽ（゜Ｑ。）の,1873,1873,7429,特殊,記号,*,*,ヽ（゜Ｑ。）の,ヽ（゜Ｑ。）の,顔文字
ヽ（゜Ｑ。）ノ,1873,1873,7429,特殊,記号,*,*,ヽ（゜Ｑ。）ノ,ヽ（゜Ｑ。）ノ,顔文字
ヽ（´−｀）／,1873,1873,7429,特殊,記号,*,*,ヽ（´−｀）／,ヽ（´−｀）／,顔文字
ヽ（´▽｀）／〜♪,1873,1873,7429,特殊,記号,*,*,ヽ（´▽｀）／〜♪,ヽ（´▽｀）／〜♪,顔文字
ヽ（´∇｀）ノ,1873,1873,7429,特殊,記号,*,*,ヽ（´∇｀）ノ,ヽ（´∇｀）ノ,顔文字
ヽ（´ｏ｀）ノ,1873,1873,7429,特殊,記号,*,*,ヽ（´ｏ｀）ノ,ヽ（´ｏ｀）ノ,顔文字
ヽ（＾。＾）丿,1873,1873,7429,特殊,記号,*,*,ヽ（＾。＾）丿,ヽ（＾。＾）丿,顔文字
ヽ（＾＾）（＾＾）／,1873,1873,7429,特殊,記号,*,*,ヽ（＾＾）（＾＾）／,ヽ（＾＾）（＾＾）／,顔文字
ヽ（＾＾）（＾＾）ノ,1873,1873,7429,特殊,記号,*,*,ヽ（＾＾）（＾＾）ノ,ヽ（＾＾）（＾＾）ノ,顔文字
ヽ（＾＿＿＿＿＾）ノ,1873,1873,7429,特殊,記号,*,*,ヽ（＾＿＿＿＿＾）ノ,ヽ（＾＿＿＿＿＾）ノ,顔文字
ヽ（￣▽￣）ノ,1873,1873,7429,特殊,記号,*,*,ヽ（￣▽￣）ノ,ヽ（￣▽￣）ノ,顔文字
ヽ（￣▼￣＊）ノ,1873,1873,7429,特殊,記号,*,*,ヽ（￣▼￣＊）ノ,ヽ（￣▼￣＊）ノ,顔文字
ヽ（°＿°＞）,1873,1873,7429,特殊,記号,*,*,ヽ（°＿°＞）,ヽ（°＿°＞）,顔文字
ヽ（＊＾＾＊）ノ,1873,1873,7429,特殊,記号,*,*,ヽ（＊＾＾＊）ノ,ヽ（＊＾＾＊）ノ,顔文字
ヽ（б。б？）ノ,1873,1873,7429,特殊,記号,*,*,ヽ（б。б？）ノ,ヽ（б。б？）ノ,顔文字
ヽ＠（ｏ・ェ・）＠ノ,1873,1873,7429,特殊,記号,*,*,ヽ＠（ｏ・ェ・）＠ノ,ヽ＠（ｏ・ェ・）＠ノ,顔文字
ヾ（・・；）,1873,1873,7429,特殊,記号,*,*,ヾ（・・；）,ヾ（・・；）,顔文字
ヾ（´ー｀　）ノ,1873,1873,7429,特殊,記号,*,*,ヾ（´ー｀　）ノ,ヾ（´ー｀　）ノ,顔文字
ヾ（＾＾へ）,1873,1873,7429,特殊,記号,*,*,ヾ（＾＾へ）,ヾ（＾＾へ）,顔文字
ヾ（＊　´∀｀＊）ノ”,1873,1873,8294,特殊,記号,*,*,ヾ（＊　´∀｀＊）ノ”,ヾ（＊　´∀｀＊）ノ”,顔文字
ゞ（｀’）、,1873,1873,9018,特殊,記号,*,*,ゞ（｀’）、,ゞ（｀’）、,顔文字
〃´＿｀〃,1873,1873,4694,特殊,記号,*,*,〃´＿｀〃,〃´＿｀〃,顔文字
〃｀＿´〃,1873,1873,4694,特殊,記号,*,*,〃｀＿´〃,〃｀＿´〃,顔文字
〃＾＿＾〃,1873,1873,4694,特殊,記号,*,*,〃＾＿＾〃,〃＾＿＾〃,顔文字
―（Ｔ＿Ｔ）→,1873,1873,4694,特殊,記号,*,*,―（Ｔ＿Ｔ）→,―（Ｔ＿Ｔ）→,顔文字
／￣,1873,1873,4694,特殊,記号,*,*,／￣,／￣,顔文字
／￣￣,1873,1873,4694,特殊,記号,*,*,／￣￣,／￣￣,顔文字
／￣￣￣,1873,1873,4694,特殊,記号,*,*,／￣￣￣,／￣￣￣,顔文字
／／・Ｌ・＼＼,1873,1873,4694,特殊,記号,*,*,／／・Ｌ・＼＼,／／・Ｌ・＼＼,顔文字
／（．＾．）＼,1873,1873,4694,特殊,記号,*,*,／（．＾．）＼,／（．＾．）＼,顔文字
／（＿−＿）ｌ　ｏｏＯＯ,1873,1873,4694,特殊,記号,*,*,／（＿−＿）ｌ　ｏｏＯＯ,／（＿−＿）ｌ　ｏｏＯＯ,顔文字
／−：,1873,1873,4694,特殊,記号,*,*,／−：,／−：,顔文字
／−；,1873,1873,4694,特殊,記号,*,*,／−；,／−；,顔文字
＼（。・ｏ◎）／,1873,1873,4694,特殊,記号,*,*,＼（。・ｏ◎）／,＼（。・ｏ◎）／,顔文字
＼（＾＾）／,1873,1873,4694,特殊,記号,*,*,＼（＾＾）／,＼（＾＾）／,顔文字
＼（＾＿＾）／,1873,1873,4694,特殊,記号,*,*,＼（＾＿＾）／,＼（＾＿＾）／,顔文字
＼（＾◇＾）,1873,1873,4694,特殊,記号,*,*,＼（＾◇＾）,＼（＾◇＾）,顔文字
＼（＾Ｏ＾）／,1873,1873,4694,特殊,記号,*,*,＼（＾Ｏ＾）／,＼（＾Ｏ＾）／,顔文字
＼（＾ｏ＾）／,1873,1873,7329,特殊,記号,*,*,＼（＾ｏ＾）／,＼（＾ｏ＾）／,顔文字
＼（￣ｏ￣）／,1873,1873,4694,特殊,記号,*,*,＼（￣ｏ￣）／,＼（￣ｏ￣）／,顔文字
＼（￣ε￣）／,1873,1873,4694,特殊,記号,*,*,＼（￣ε￣）／,＼（￣ε￣）／,顔文字
＼（＿＿　）,1873,1873,4694,特殊,記号,*,*,＼（＿＿　）,＼（＿＿　）,顔文字
＼（（；◎＿◎）／,1873,1873,4694,特殊,記号,*,*,＼（（；◎＿◎）／,＼（（；◎＿◎）／,顔文字
＼（＞◇＜）／,1873,1873,4694,特殊,記号,*,*,＼（＞◇＜）／,＼（＞◇＜）／,顔文字
＼（＞ｏ＜）／,1873,1873,4694,特殊,記号,*,*,＼（＞ｏ＜）／,＼（＞ｏ＜）／,顔文字
＼（＊＾　＾＊）／,1873,1873,4694,特殊,記号,*,*,＼（＊＾　＾＊）／,＼（＊＾　＾＊）／,顔文字
＼（＊＾＾＊）／,1873,1873,4694,特殊,記号,*,*,＼（＊＾＾＊）／,＼（＊＾＾＊）／,顔文字
＼（●ｏ○；）／,1873,1873,4694,特殊,記号,*,*,＼（●ｏ○；）／,＼（●ｏ○；）／,顔文字
＼（◎ｏ◎）／,1873,1873,4694,特殊,記号,*,*,＼（◎ｏ◎）／,＼（◎ｏ◎）／,顔文字
＼（∂ｏ☆）／,1873,1873,4694,特殊,記号,*,*,＼（∂ｏ☆）／,＼（∂ｏ☆）／,顔文字
＼（０＼０）ゝ,1873,1873,4694,特殊,記号,*,*,＼（０＼０）ゝ,＼（０＼０）ゝ,顔文字
＼（σ＿σ）／,1873,1873,4694,特殊,記号,*,*,＼（σ＿σ）／,＼（σ＿σ）／,顔文字
＼＜￣Σ￣＞／,1873,1873,4694,特殊,記号,*,*,＼＜￣Σ￣＞／,＼＜￣Σ￣＞／,顔文字
〜・＿・〜,1873,1873,4694,特殊,記号,*,*,〜・＿・〜,〜・＿・〜,顔文字
〜＾＿＾〜,1873,1873,4694,特殊,記号,*,*,〜＾＿＾〜,〜＾＿＾〜,顔文字
〜〜（（；・・ヘ）,1873,1873,4694,特殊,記号,*,*,〜〜（（；・・ヘ）,〜〜（（；・・ヘ）,顔文字
〜（ｍ￣ー￣）ｍ,1873,1873,4694,特殊,記号,*,*,〜（ｍ￣ー￣）ｍ,〜（ｍ￣ー￣）ｍ,顔文字
〜（ｍ￣−￣）ｍ,1873,1873,4694,特殊,記号,*,*,〜（ｍ￣−￣）ｍ,〜（ｍ￣−￣）ｍ,顔文字
〜（ｍ￣ｏ￣）ｍ,1873,1873,4694,特殊,記号,*,*,〜（ｍ￣ｏ￣）ｍ,〜（ｍ￣ｏ￣）ｍ,顔文字
｜｜｜−＿｜｜｜,1873,1873,4694,特殊,記号,*,*,｜｜｜−＿｜｜｜,｜｜｜−＿｜｜｜,顔文字
‘∀‘,1873,1873,4694,特殊,記号,*,*,‘∀‘,‘∀‘,顔文字
””＾＿＾””,1873,1873,4694,特殊,記号,*,*,””＾＿＾””,””＾＿＾””,顔文字
”（（＿−　）（　−＿））”,1873,1873,4694,特殊,記号,*,*,”（（＿−　）（　−＿））”,”（（＿−　）（　−＿））”,顔文字
（　。・＿・。）,1873,1873,4694,特殊,記号,*,*,（　。・＿・。）,（　。・＿・。）,顔文字
（　・＿・）ん,1873,1873,4694,特殊,記号,*,*,（　・＿・）ん,（　・＿・）ん,顔文字
（　・＿・）ノ⌒●￣＊,1873,1873,4694,特殊,記号,*,*,（　・＿・）ノ⌒●￣＊,（　・＿・）ノ⌒●￣＊,顔文字
（　・（ＯＯ）・　）,1873,1873,4694,特殊,記号,*,*,（　・（ＯＯ）・　）,（　・（ＯＯ）・　）,顔文字
（　・◇・）,1873,1873,4694,特殊,記号,*,*,（　・◇・）,（　・◇・）,顔文字
（　；　＿　；　）ヾ（＾＾　）,1873,1873,4694,特殊,記号,*,*,（　；　＿　；　）ヾ（＾＾　）,（　；　＿　；　）ヾ（＾＾　）,顔文字
（　゜＿゜；）,1873,1873,4694,特殊,記号,*,*,（　゜＿゜；）,（　゜＿゜；）,顔文字
（　゜ｏ゜　）,1873,1873,4694,特殊,記号,*,*,（　゜ｏ゜　）,（　゜ｏ゜　）,顔文字
（　´д｀）,1873,1873,4694,特殊,記号,*,*,（　´д｀）,（　´д｀）,顔文字
（　＾＾）ｏ−＊（＊＿＊）,1873,1873,4694,特殊,記号,*,*,（　＾＾）ｏ−＊（＊＿＊）,（　＾＾）ｏ−＊（＊＿＊）,顔文字
（　＾＾）人（＾＾　）,1873,1873,4694,特殊,記号,*,*,（　＾＾）人（＾＾　）,（　＾＾）人（＾＾　）,顔文字
（　＾＿＾）,1873,1873,4694,特殊,記号,*,*,（　＾＿＾）,（　＾＿＾）,顔文字
（　＾ー゜）ｂ,1873,1873,4694,特殊,記号,*,*,（　＾ー゜）ｂ,（　＾ー゜）ｂ,顔文字
（　＾ー゜）σ,1873,1873,4694,特殊,記号,*,*,（　＾ー゜）σ,（　＾ー゜）σ,顔文字
（　＾‐＾）＿且￣￣,1873,1873,4694,特殊,記号,*,*,（　＾‐＾）＿且￣￣,（　＾‐＾）＿且￣￣,顔文字
（　＾−）＿旦￣￣,1873,1873,4694,特殊,記号,*,*,（　＾−）＿旦￣￣,（　＾−）＿旦￣￣,顔文字
（　＾０＾）θ〜♪,1873,1873,4694,特殊,記号,*,*,（　＾０＾）θ〜♪,（　＾０＾）θ〜♪,顔文字
（　＾ｏ＾）ｙ　（（（　−＿−）,1873,1873,4694,特殊,記号,*,*,（　＾ｏ＾）ｙ　（（（　−＿−）,（　＾ｏ＾）ｙ　（（（　−＿−）,顔文字
（　＾з＾）　ｙ　−☆,1873,1873,4694,特殊,記号,*,*,（　＾з＾）　ｙ　−☆,（　＾з＾）　ｙ　−☆,顔文字
（　￣◇）　Ｚｚｚ,1873,1873,4694,特殊,記号,*,*,（　￣◇）　Ｚｚｚ,（　￣◇）　Ｚｚｚ,顔文字
（　￣ё￣）　−☆,1873,1873,4694,特殊,記号,*,*,（　￣ё￣）　−☆,（　￣ё￣）　−☆,顔文字
（　＿　＿　）．。ｏ○,1873,1873,4694,特殊,記号,*,*,（　＿　＿　）．。ｏ○,（　＿　＿　）．。ｏ○,顔文字
（　’＿’）,1873,1873,4694,特殊,記号,*,*,（　’＿’）,（　’＿’）,顔文字
（　−。−）　＝３,1873,1873,4694,特殊,記号,*,*,（　−。−）　＝３,（　−。−）　＝３,顔文字
（　−．−）の⌒−￣,1873,1873,4694,特殊,記号,*,*,（　−．−）の⌒−￣,（　−．−）の⌒−￣,顔文字
（　−．−）ノ⌒−￣,1873,1873,4694,特殊,記号,*,*,（　−．−）ノ⌒−￣,（　−．−）ノ⌒−￣,顔文字
（　−＿−）,1873,1873,4694,特殊,記号,*,*,（　−＿−）,（　−＿−）,顔文字
（　＊＾。＾＊　）,1873,1873,4694,特殊,記号,*,*,（　＊＾。＾＊　）,（　＊＾。＾＊　）,顔文字
（　ｉ＿ｉ）”＼（−＿−；；,1873,1873,4694,特殊,記号,*,*,（　ｉ＿ｉ）”＼（−＿−；；,（　ｉ＿ｉ）”＼（−＿−；；,顔文字
（　σσ）＿旦￣￣,1873,1873,4694,特殊,記号,*,*,（　σσ）＿旦￣￣,（　σσ）＿旦￣￣,顔文字
（。。？）,1873,1873,4694,特殊,記号,*,*,（。。？）,（。。？）,顔文字
（。・。−）−☆,1873,1873,4694,特殊,記号,*,*,（。・。−）−☆,（。・。−）−☆,顔文字
（。・ｏ・。）,1873,1873,4694,特殊,記号,*,*,（。・ｏ・。）,（。・ｏ・。）,顔文字
（。＾＿＾。）／,1873,1873,4694,特殊,記号,*,*,（。＾＿＾。）／,（。＾＿＾。）／,顔文字
（。￣（ェ）◇ゞ,1873,1873,4694,特殊,記号,*,*,（。￣（ェ）◇ゞ,（。￣（ェ）◇ゞ,顔文字
（。＿゜）,1873,1873,4694,特殊,記号,*,*,（。＿゜）,（。＿゜）,顔文字
（。’（ェ）’。）,1873,1873,4694,特殊,記号,*,*,（。’（ェ）’。）,（。’（ェ）’。）,顔文字
（。’（ェ）’）σ,1873,1873,4694,特殊,記号,*,*,（。’（ェ）’）σ,（。’（ェ）’）σ,顔文字
（。’（エ）−。））−☆,1873,1873,4694,特殊,記号,*,*,（。’（エ）−。））−☆,（。’（エ）−。））−☆,顔文字
（。◇。）,1873,1873,4694,特殊,記号,*,*,（。◇。）,（。◇。）,顔文字
（．　）（　．）,1873,1873,4694,特殊,記号,*,*,（．　）（　．）,（．　）（　．）,顔文字
（．　人　．）,1873,1873,4694,特殊,記号,*,*,（．　人　．）,（．　人　．）,顔文字
（．．？）,1873,1873,4694,特殊,記号,*,*,（．．？）,（．．？）,顔文字
（．．）,1873,1873,4694,特殊,記号,*,*,（．．）,（．．）,顔文字
（．＿．）,1873,1873,4694,特殊,記号,*,*,（．＿．）,（．＿．）,顔文字
（．＿．）φ,1873,1873,4694,特殊,記号,*,*,（．＿．）φ,（．＿．）φ,顔文字
（．＿・）ノ,1873,1873,4694,特殊,記号,*,*,（．＿・）ノ,（．＿・）ノ,顔文字
（．人．）,1873,1873,4694,特殊,記号,*,*,（．人．）,（．人．）,顔文字
（・。・。；；,1873,1873,4694,特殊,記号,*,*,（・。・。；；,（・。・。；；,顔文字
（・。・ゞ,1873,1873,4694,特殊,記号,*,*,（・。・ゞ,（・。・ゞ,顔文字
（・。−；,1873,1873,4694,特殊,記号,*,*,（・。−；,（・。−；,顔文字
（・．・）￣￣￣’,1873,1873,4694,特殊,記号,*,*,（・．・）￣￣￣’,（・．・）￣￣￣’,顔文字
（・・；）,1873,1873,4694,特殊,記号,*,*,（・・；）,（・・；）,顔文字
（・・？）,1873,1873,4694,特殊,記号,*,*,（・・？）,（・・？）,顔文字
（・？・）,1873,1873,4694,特殊,記号,*,*,（・？・）,（・？・）,顔文字
（・＿・）ｖ,1873,1873,4694,特殊,記号,*,*,（・＿・）ｖ,（・＿・）ｖ,顔文字
（・＿・）σ,1873,1873,4694,特殊,記号,*,*,（・＿・）σ,（・＿・）σ,顔文字
（・＿；）,1873,1873,4694,特殊,記号,*,*,（・＿；）,（・＿；）,顔文字
